occurrenceID,eventID,verbatimHostPlant,Plant_genus,Plant_species,Plant_gen_sp,floralHostNotes,LR_floral_notes,family,genus,specificEpithet,identifiedBy,identificationRemarks,LR_verif__Changes_made_here_and_in_BBW,vernacularName,verbatimLocality,decimalLatitude,decimalLongitude,stateProvince,country,verbatimEventDate,modified,coordinateUncertaintyInMeters,sex,caste,individualCount,occurrenceRemarks,recordedBy,recordedByID,identificationVerificationStatus,dateIdentified,datasetID,previousIdentifications,recordSouce,informationWithheld,measurementMethod,images,comment_count,referenceID,sightingUrl,metadataUrl,sawZeroBees,Species_richness,Abundance,sourceFile,Delete_row,year,surveyMethod,surveyArea,surveyUnit,captureMethod,eventTime,eventEndTime,surveyDuration,numberOfSurveyors,Temperature,temperatureUnits,tempC,windSpeed,windOrdinal,cloudCover,weatherNotes,habitat,surroundingHabitat1,surroundingHabitat2,surroundingHabitat3,floralPercent,Brush_piles,Bunch_grasses,Leaf_litter,Loose_bare_soil,Mulch,Pine_needle_duff,Rock_piles,Rodent_holes_Tunnels,None_of_the_above,managementMowing,managementGrazing,managementGrazing2,managementNativeGrazing,managementAgriculture,managementInsecticides,managementHerbicides,managementFire,managementHoneybees,managementHoneybees2,managementNotes,flowersCount,volunteer,volunteer_end_time,volunteer_miles_survey,volunteer_signature,volunteer_start_time,volunteer_data_submit,volunteer_organization,training,training_date,training_hours,checklistUrl,Date,Year,Month,Day,dayno,DEM,lastFire,annTempC,isotherm,maxTempWarmest,minTempColdest,annPrec,precSeasonality,monthPrecipWarmest,monthlyPrecipCodest,tempGrowingSeasonC,precipGrowSeason,rh,swb,snowDays,evaporationPotential,growSeason,npp,gdd0,jurisdiction,consName,county,ecoregion,blmGrazing,npnStartSpringDay,plantDiversityCDFW,plantDiversityWeightCDFW,ecoregionBioDivWeightCDFW,yearsSinceFire
213375,131593,"Salvia uliginosa, Bog Sage",Salvia,uliginosa,Salvia uliginosa,,,Apidae,Bombus,crotchii,leifr7,Thank you,,Crotch bumble bee,Huntington Hummingbird Garden,34.129,-118.115,California,United States,8/6/2024,2024-10-01 18:52:39.557947+00:00,0-25,Female,Female,1,Suspected nest under this plant. Females move down under the tall stalks.,Kristy Brauch,iKristy,Verified,10/7/2024,Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/IMG_2196_Dwmy97P.jpeg, https://www.bumblebeewatch.org/media/bees/big/IMG_2185_v2KfUqz.jpeg, https://www.bumblebeewatch.org/media/bees/big/IMG_2180_BYZzsQ3.jpeg, https://www.bumblebeewatch.org/media/bees/big/IMG_2189_um7cg3i.jpeg, https://www.bumblebeewatch.org/media/bees/big/IMG_2200_DKSvCq0.jpeg",NA,NA,https://www.bumblebeewatch.org/sightings/bee/213375/,https://www.bumblebeewatch.org/metadata/,FALSE,1,1,CABBA checklists 01.10.2025,NA,2024,Point,1,hectares,Capture (or at least tried) all bees observed,13:00:00,14:00:00,45,1,101,f,38,0-5 mph,1,0,"Hot, dry",Developed/Roadside,Agricultural Lands,Shrub/Scrub,,Ã¢â€°Â¥90,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,NA,No,Yes,No,No,No,Yes,NA,Bees appear to be more active after irrigation.,10,TRUE,14:00:00,6,Kristy Brauch,10:00:00,1,NA,FALSE,,NA,https://www.bumblebeewatch.org/checklist/131593/,8/6/2024,2024,8,6,219,212,NA,17.85,50.4,32.55,6.75,532.1,92,13.3,305.2,14.95,524.7,53.75,-785,0,100.01,214,865.9,6528.2,Huntington Library and Botanical Gardens,Huntington Library and Botanical Gardens,Los Angeles,Southern California/Northern Baja Coast,NA,40,1094,0.640140433,0.580304,NA
213893,131808,Salvia uliginosa,Salvia,uliginosa,Salvia uliginosa,,,Apidae,Bombus,crotchii,leifr7,Thank you,,Crotch bumble bee,Huntington Gardens,34.1290452,-118.1145242,California,United States,10/4/2024,2024-10-07 04:50:40.296044+00:00,25-50,Female,Female,1,https://www.inaturalist.org/observations/246097923,Kat Halsey,Yetikat,Verified,10/7/2024,Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,https://www.bumblebeewatch.org/media/bees/big/O_4th_August_2024_3_1.jpg,1,NA,https://www.bumblebeewatch.org/sightings/bee/213893/,https://www.bumblebeewatch.org/metadata/,FALSE,2,2,CABBA checklists 01.10.2025,NA,2024,Point,1,hectares,Capture (or at least tried) all bees observed,12:15:00,13:00:00,45,1,95,f,35,No wind,0,0,,Developed/Roadside,Developed/Roadside,Shrub/Scrub,,70,No,No,Yes,Yes,Yes,No,No,No,No,No,No,NA,No,Yes,No,No,No,Yes,NA,Managed location within botanical garden,10,FALSE,,NA,Kat Halsey,,NA,NA,FALSE,,NA,https://www.bumblebeewatch.org/checklist/131808/,10/4/2024,2024,10,4,278,212,NA,17.85,50.4,32.55,6.75,532.1,92,13.3,305.2,14.95,524.7,53.75,-785,0,100.01,214,865.9,6528.2,Huntington Library and Botanical Gardens,Huntington Library and Botanical Gardens,Los Angeles,Southern California/Northern Baja Coast,NA,40,1094,0.640140433,0.580304,NA
182088,123045,Scabiosa 'Black Knight',Scabiosa,,Scabiosa,,,Apidae,Bombus,crotchii,leifr7,Thank you,,Crotch bumble bee,Placer County Master Gardener Demo Garden,38.820176,-121.19024,California,United States,6/1/2024,2024-06-03 20:27:08.477235+00:00,0-25,Female,Female,1,,Tece Markel,NanaTece,Verified,9/24/2024,Bumble Bee Watch,,Website,FALSE,,https://www.bumblebeewatch.org/media/bees/big/IMG_6115_uMgjhBi.jpeg,NA,NA,https://www.bumblebeewatch.org/sightings/bee/182088/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/1/2024,2024,6,1,153,121,NA,16.65,43.7,34.15,3.85,737.4,83.8,10,389,13.65,735.4,53.27,-773,0,108.08,248,1128.6,6101.2,,,Placer,Central California Foothills and Coastal Mountains,NA,62,1178,0.689291984,0.343545,NA
178309,121593,Scrophularia californica,Scrophularia,californica,Scrophularia californica,,,Apidae,Bombus,crotchii,anordby99,,,Crotch bumble bee,Santa Teresa County Park,37.204006,-121.806457,California,United States,4/10/2024,2024-04-24 21:36:38.176865+00:00,0-25,Female,Queen,1,,Sarah Gidre,sgidre,Verified,9/20/2024,Bumble Bee Watch,,Website,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/DSC_0200.JPG, https://www.bumblebeewatch.org/media/bees/big/DSC_0199.JPG, https://www.bumblebeewatch.org/media/bees/big/DSC_0197.JPG, https://www.bumblebeewatch.org/media/bees/big/DSC_0187.JPG, https://www.bumblebeewatch.org/media/bees/big/DSC_0195.JPG",1,NA,https://www.bumblebeewatch.org/sightings/bee/178309/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/10/2024,2024,4,10,101,147,NA,14.25,52.3,27.45,4.75,543.5,91.4,6.3,308.9,12.45,542.2,57.53,-774,0,102.8,247,881.4,5223.2,"Santa Clara County Parks and Recreation Dept., County of",Santa Teresa County Park,Santa Clara,Central California Foothills and Coastal Mountains,NA,58,1388,0.81217086,0.514302,NA
178313,121596,Scrophularia californica,Scrophularia,californica,Scrophularia californica,,,Apidae,Bombus,crotchii,leifr7,Thank you,,Crotch bumble bee,Santa Teresa County Park,37.204006,-121.806457,California,United States,4/23/2024,2024-04-24 21:49:05.429338+00:00,0-25,Female,Female,1,,Sarah Gidre,sgidre,Verified,9/30/2024,Bumble Bee Watch,,Website,FALSE,,https://www.bumblebeewatch.org/media/bees/big/1N8A0278_TGOmv0Q.JPG,NA,NA,https://www.bumblebeewatch.org/sightings/bee/178313/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/23/2024,2024,4,23,114,147,NA,14.25,52.3,27.45,4.75,543.5,91.4,6.3,308.9,12.45,542.2,57.53,-774,0,102.8,247,881.4,5223.2,"Santa Clara County Parks and Recreation Dept., County of",Santa Teresa County Park,Santa Clara,Central California Foothills and Coastal Mountains,NA,58,1388,0.81217086,0.514302,NA
213208,131532,Scrophularia californica,Scrophularia,californica,Scrophularia californica,,,Apidae,Bombus,crotchii,leifr7,Thank you,,Crotch bumble bee,Santa Teresa County Park - Stile Ranch Trail Switchbacks,37.20436,-121.806387,California,United States,4/23/2024,2024-10-01 00:25:27.043227+00:00,0-25,Female,Female,1,,Shawn Lockwood,Shawlock,Verified,10/7/2024,Bumble Bee Watch,,Website,FALSE,,https://www.bumblebeewatch.org/media/bees/big/1N8A0278_sb3XJyk.JPG,NA,NA,https://www.bumblebeewatch.org/sightings/bee/213208/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/23/2024,2024,4,23,114,147,NA,14.25,52.3,27.45,4.75,543.5,91.4,6.3,308.9,12.45,542.2,57.53,-774,0,102.8,247,881.4,5223.2,"Santa Clara County Parks and Recreation Dept., County of",Santa Teresa County Park,Santa Clara,Central California Foothills and Coastal Mountains,NA,58,1388,0.81217086,0.514302,NA
204318,129178,White hedgenettle,Stachys,,Stachys,,,Apidae,Bombus,crotchii,anordby99,,,Crotch bumble bee,Cheseboro Creekbed,34.15153,-118.73312,California,United States,8/24/2024,2024-08-26 00:48:28.036996+00:00,0-25,Female,Worker,1,"As above, this bee was only interested in the hedgenettle, of which there was very little remaining. It had previously been abundant in this creek when water was running. This bee had nearly white pollen in its baskets.",Anne Russell,cowlesnews,Verified,9/21/2024,Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/IMG_4335_tfSA9Ju.jpeg, https://www.bumblebeewatch.org/media/bees/big/IMG_4330_whZlG3d.jpeg, https://www.bumblebeewatch.org/media/bees/big/IMG_4332_ia1vLrA.jpeg, https://www.bumblebeewatch.org/media/bees/big/IMG_4336_E4VgmHl.jpeg",1,NA,https://www.bumblebeewatch.org/sightings/bee/204318/,https://www.bumblebeewatch.org/metadata/,FALSE,2,2,CABBA checklists 01.10.2025,NA,2024,Point,1,hectares,Capture (or at least tried) all bees observed,15:00:00,15:45:00,45,1,81,f,27,6-10 mph,2,10,Warm and very dry. The creekbed I was surveying in is completely dry and sandy.,Shrub/Scrub,Developed/Roadside,Woodland/Forest,,30,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NA,No,No,No,No,No,Suspect,NA,"This spot is a small oasis in an otherwise extremely dry landscape because it is a creekbed. A month earlier,  I saw quite a lot of bumble bees (Crotch's, I think) here, but only 2 today. Caught both.",11,TRUE,16:30:00,5.1,Anne M Russell,14:30:00,2,NA,FALSE,,NA,https://www.bumblebeewatch.org/checklist/129178/,8/24/2024,2024,8,24,237,316,2018,16.35,48.8,28.15,6.75,430.2,98.9,6.8,260.8,13.65,426.5,55.91,-1024,0,115.72,206,722,5992.1,United States National Park Service,Liberty Canyon,Los Angeles,Southern California/Northern Baja Coast,NA,45,1257,0.735517847,0.331256,6
211920,131138,Stachys ajugoides,Stachys,ajugoides,Stachys ajugoides,,,Apidae,Bombus,crotchii,leifr7,Thank you,,Crotch bumble bee,Malech Road southeast of Metcalf Road,37.224613,-121.738979,California,United States,7/14/2024,2024-09-23 04:19:53.462916+00:00,0-25,Male,Male,1,,Steve Rottenborn,srottenborn,Verified,9/24/2024,Bumble Bee Watch,,Website,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/AA2A0095.JPG, https://www.bumblebeewatch.org/media/bees/big/AA2A0107.JPG, https://www.bumblebeewatch.org/media/bees/big/AA2A0110.JPG, https://www.bumblebeewatch.org/media/bees/big/AA2A0147_IXhs78Z.JPG, https://www.bumblebeewatch.org/media/bees/big/AA2A0075_7ikirT7.JPG",NA,NA,https://www.bumblebeewatch.org/sightings/bee/211920/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/14/2024,2024,7,14,196,160,NA,14.75,52.3,28.45,4.75,469.7,89.2,6.2,260,12.35,465.4,56.89,-861,0,105.61,227,778.9,5378.6,,,Santa Clara,Central California Foothills and Coastal Mountains,NA,57,1388,0.81217086,0.560085,NA
147009,113308,Whitestem Hedgenettle - Stachys albens,Stachys,albens,Stachys albens,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,"Feather Ln, Squaw Valley, Fresno Co",36.68922,-119.18566,California,United States,7/10/2023,2023-07-19 05:48:40.660770+00:00,0-25,Female,Female,1,,Lori Werner,lrw1027,Verified,10/6/2023,OLD Use Bumble Bee Atlas CA Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/dd7eaf6f-d80f-4203-a961-15dbf4ac678c.jpg, https://www.bumblebeewatch.org/media/bees/big/b95a277a-e768-441a-8cc8-9c358a5b3007.jpg, https://www.bumblebeewatch.org/media/bees/big/a708e577-8036-424f-8bb7-b45e1366e92f.jpg, https://www.bumblebeewatch.org/media/bees/big/9db7f299-1ba2-4002-8fb9-268285a01a61.jpg, https://www.bumblebeewatch.org/media/bees/big/b813d871-22e6-4deb-9645-bd85f40de0d0.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/147009/,https://www.bumblebeewatch.org/metadata/,FALSE,2,13,CABBA checklists 01.10.2025,NA,2023,Point,1,hectares,Capture (or at least tried) all bees observed,17:45:00,18:30:00,45,2,88,f,31,0-5 mph,1,0,,Grassland,Grassland,Developed/Roadside,Woodland/Forest,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,NA,Yes,No,Suspect,Yes,Yes,No,NA,"Pebble Fire, July 31, 2022 burned 55 acres 0.8 miles south of the survey location. Survey was on a privately owned 5 acre parcel that has ~1 acre mowed for fire compliance. Survey area contained about equal amounts of mown firebreaks and ungrazed pasture. Some neighboring parcels have livestock grazing. Deer, ground squirrels, gophers, and cottontails utilize the survey area for forage. No herbicides or pesticides are applied to the surveyed area, but adjacent parcels are known to use herbicides, and likely use insecticides.",>10,TRUE,19:30:00,0,Lori Werner & Richard Gill,17:30:00,4,NA,TRUE,2/6/2023,5,https://www.bumblebeewatch.org/checklist/113308/,7/10/2023,2023,7,10,191,466,NA,16.95,40.3,34.65,3.55,788.2,81.1,18,404.5,13.75,783.4,52.24,-679,0,102.45,256,1188.5,6188.9,,,Fresno,Central California Foothills and Coastal Mountains,NA,73,1120,0.655354008,0.263552,NA
147016,113308,Whitestem Hedgenettle - Stachys albens,Stachys,albens,Stachys albens,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,"Feather Ln, Squaw Valley, Fresno Co",36.68922,-119.18566,California,United States,7/10/2023,2023-07-19 05:48:40.660770+00:00,0-25,Male,Male,1,,Lori Werner,lrw1027,Verified,10/6/2023,OLD Use Bumble Bee Atlas CA Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/1be8b64b-ff2d-42eb-9ace-4f8b4021f7fa.jpg, https://www.bumblebeewatch.org/media/bees/big/1d4572cd-0282-4a85-84a0-9601cb682720.jpg, https://www.bumblebeewatch.org/media/bees/big/d65cabdd-e3b0-4298-bb01-b22c86eac26a.jpg, https://www.bumblebeewatch.org/media/bees/big/12da8e91-6694-4677-b9d1-9b8cae94e354.jpg, https://www.bumblebeewatch.org/media/bees/big/de18dbd0-74fe-4888-8fae-9c0ad7fef208.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/147016/,https://www.bumblebeewatch.org/metadata/,FALSE,2,13,CABBA checklists 01.10.2025,NA,2023,Point,1,hectares,Capture (or at least tried) all bees observed,17:45:00,18:30:00,45,2,88,f,31,0-5 mph,1,0,,Grassland,Grassland,Developed/Roadside,Woodland/Forest,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,NA,Yes,No,Suspect,Yes,Yes,No,NA,"Pebble Fire, July 31, 2022 burned 55 acres 0.8 miles south of the survey location. Survey was on a privately owned 5 acre parcel that has ~1 acre mowed for fire compliance. Survey area contained about equal amounts of mown firebreaks and ungrazed pasture. Some neighboring parcels have livestock grazing. Deer, ground squirrels, gophers, and cottontails utilize the survey area for forage. No herbicides or pesticides are applied to the surveyed area, but adjacent parcels are known to use herbicides, and likely use insecticides.",>10,TRUE,19:30:00,0,Lori Werner & Richard Gill,17:30:00,4,NA,TRUE,2/6/2023,5,https://www.bumblebeewatch.org/checklist/113308/,7/10/2023,2023,7,10,191,466,NA,16.95,40.3,34.65,3.55,788.2,81.1,18,404.5,13.75,783.4,52.24,-679,0,102.45,256,1188.5,6188.9,,,Fresno,Central California Foothills and Coastal Mountains,NA,73,1120,0.655354008,0.263552,NA
147018,113308,Whitestem Hedgenettle - Stachys albens,Stachys,albens,Stachys albens,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,"Feather Ln, Squaw Valley, Fresno Co",36.68922,-119.18566,California,United States,7/10/2023,2023-07-19 05:48:40.660770+00:00,0-25,Male,Male,1,,Lori Werner,lrw1027,Verified,10/6/2023,OLD Use Bumble Bee Atlas CA Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/46ec1c63-ec7a-4239-8ff3-ba699d3e711f.jpg, https://www.bumblebeewatch.org/media/bees/big/0bcc047b-20c1-4643-aa3e-7b9435119256.jpg, https://www.bumblebeewatch.org/media/bees/big/7fc36641-147c-45dd-9295-9c8235a5fdc3.jpg, https://www.bumblebeewatch.org/media/bees/big/3df181eb-a4c5-4512-9f9f-fdd5d8c7621c.jpg, https://www.bumblebeewatch.org/media/bees/big/231ff44d-935f-43a6-a59f-65d40c6c2cdf.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/147018/,https://www.bumblebeewatch.org/metadata/,FALSE,2,13,CABBA checklists 01.10.2025,NA,2023,Point,1,hectares,Capture (or at least tried) all bees observed,17:45:00,18:30:00,45,2,88,f,31,0-5 mph,1,0,,Grassland,Grassland,Developed/Roadside,Woodland/Forest,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,NA,Yes,No,Suspect,Yes,Yes,No,NA,"Pebble Fire, July 31, 2022 burned 55 acres 0.8 miles south of the survey location. Survey was on a privately owned 5 acre parcel that has ~1 acre mowed for fire compliance. Survey area contained about equal amounts of mown firebreaks and ungrazed pasture. Some neighboring parcels have livestock grazing. Deer, ground squirrels, gophers, and cottontails utilize the survey area for forage. No herbicides or pesticides are applied to the surveyed area, but adjacent parcels are known to use herbicides, and likely use insecticides.",>10,TRUE,19:30:00,0,Lori Werner & Richard Gill,17:30:00,4,NA,TRUE,2/6/2023,5,https://www.bumblebeewatch.org/checklist/113308/,7/10/2023,2023,7,10,191,466,NA,16.95,40.3,34.65,3.55,788.2,81.1,18,404.5,13.75,783.4,52.24,-679,0,102.45,256,1188.5,6188.9,,,Fresno,Central California Foothills and Coastal Mountains,NA,73,1120,0.655354008,0.263552,NA
147019,113308,Whitestem Hedgenettle - Stachys albens,Stachys,albens,Stachys albens,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,"Feather Ln, Squaw Valley, Fresno Co",36.68922,-119.18566,California,United States,7/10/2023,2023-07-19 05:48:40.660770+00:00,0-25,Female,Female,1,,Lori Werner,lrw1027,Verified,10/6/2023,OLD Use Bumble Bee Atlas CA Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/9be92efc-88d9-4e81-9d79-ec3296717fb7.jpg, https://www.bumblebeewatch.org/media/bees/big/73d2acaf-4f15-460c-a30c-e836540e904d.jpg, https://www.bumblebeewatch.org/media/bees/big/23f1d274-b53a-4d80-a570-9927ea922132.jpg, https://www.bumblebeewatch.org/media/bees/big/8399aa3e-a187-4d85-a6b8-667c7c242a3a.jpg, https://www.bumblebeewatch.org/media/bees/big/9a4f8c37-42a4-42c9-b410-3078680dd9bc.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/147019/,https://www.bumblebeewatch.org/metadata/,FALSE,2,13,CABBA checklists 01.10.2025,NA,2023,Point,1,hectares,Capture (or at least tried) all bees observed,17:45:00,18:30:00,45,2,88,f,31,0-5 mph,1,0,,Grassland,Grassland,Developed/Roadside,Woodland/Forest,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,NA,Yes,No,Suspect,Yes,Yes,No,NA,"Pebble Fire, July 31, 2022 burned 55 acres 0.8 miles south of the survey location. Survey was on a privately owned 5 acre parcel that has ~1 acre mowed for fire compliance. Survey area contained about equal amounts of mown firebreaks and ungrazed pasture. Some neighboring parcels have livestock grazing. Deer, ground squirrels, gophers, and cottontails utilize the survey area for forage. No herbicides or pesticides are applied to the surveyed area, but adjacent parcels are known to use herbicides, and likely use insecticides.",>10,TRUE,19:30:00,0,Lori Werner & Richard Gill,17:30:00,4,NA,TRUE,2/6/2023,5,https://www.bumblebeewatch.org/checklist/113308/,7/10/2023,2023,7,10,191,466,NA,16.95,40.3,34.65,3.55,788.2,81.1,18,404.5,13.75,783.4,52.24,-679,0,102.45,256,1188.5,6188.9,,,Fresno,Central California Foothills and Coastal Mountains,NA,73,1120,0.655354008,0.263552,NA
155655,115455,Whitestem Hedgenettle - Stachys albens,Stachys,albens,Stachys albens,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,"Feather Ln, Squaw Valley, Fresno Co",36.68922,-119.18566,California,United States,7/31/2023,2023-08-10 19:53:41.989099+00:00,0-25,Female,Female,1,,Lori Werner,lrw1027,Verified,10/5/2023,OLD Use Bumble Bee Atlas CA Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/558da519-a9f7-48c3-9225-b2628805a994.jpg, https://www.bumblebeewatch.org/media/bees/big/86d55ac6-357d-4f78-8e80-9877df862817.jpg, https://www.bumblebeewatch.org/media/bees/big/42a3b843-2696-4dda-a1cf-b53fce62825a.jpg, https://www.bumblebeewatch.org/media/bees/big/65997d03-7e76-44d1-9e04-9c445c327f1b.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/155655/,https://www.bumblebeewatch.org/metadata/,FALSE,3,12,CABBA checklists 01.10.2025,NA,2023,Point,1,hectares,Capture (or at least tried) all bees observed,18:16:00,18:45:00,45,2,94,f,34,0-5 mph,1,40,,Grassland,Grassland,Developed/Roadside,Woodland/Forest,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,NA,Yes,No,Suspect,Yes,Yes,No,NA,"Pebble Fire, July 31, 2022 burned 55 acres 0.8 miles south of the survey location. Survey was on a privately owned 5 acre parcel that has ~1 acre mowed for fire compliance. Survey area contains both mown and unmown areas at ~50/50 ratio. No herbicides or insecticides are used on the property, nearby properties are known to use herbicides and likely use insecticides. Nearby parcels grazed by goats, cattle, and horses.",>10,TRUE,19:30:00,0,Lori Werner & Richard Gill,18:00:00,5,NA,TRUE,2/6/2023,5,https://www.bumblebeewatch.org/checklist/115455/,7/31/2023,2023,7,31,212,466,NA,16.95,40.3,34.65,3.55,788.2,81.1,18,404.5,13.75,783.4,52.24,-679,0,102.45,256,1188.5,6188.9,,,Fresno,Central California Foothills and Coastal Mountains,NA,73,1120,0.655354008,0.263552,NA
166235,117581,Whitestem Hedgenettle Stachys albens,Stachys,albens,Stachys albens,Whitestem Hedgenettle Stachys albens,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,Upper Kern River,35.990205,-118.480414,California,United States,9/4/2023,2023-09-05 23:03:28.197141+00:00,0-25,Male,Male,1,,Bradley Tsalyuk,btsalyuk,Verified,9/11/2023,Bumble Bee Watch,,Website,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/d240c431-cda8-446f-a0b5-17b35bfd76cb.jpg, https://www.bumblebeewatch.org/media/bees/big/6761939d-ea35-4a3e-8ea6-88ac0dda9461.jpg, https://www.bumblebeewatch.org/media/bees/big/bbb3e96b-308d-4277-ad0a-2d746cfd82bf.jpg, https://www.bumblebeewatch.org/media/bees/big/6ff09915-1cc6-4c9c-a7f1-268bd9965f31.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/166235/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/4/2023,2023,9,4,247,1308,2002,12.65,42.4,29.95,-0.65,502.7,87.6,15.3,284.9,9.05,498.1,53.69,-837,0,107.49,238,825.3,4617.2,United States Forest Service,Sequoia National Forest,Tulare,Sierra Nevada,NA,107,1564,0.915155061,0.418846,21
